14,Under 12 Girls Shield,27168480,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Waverley Hockey Club,,,Not entered,,,
14,Under 12 Girls Shield,27168540,The Knox School,KNX,Knox Hockey Club,Footscray Hockey Club,,,Not entered,,,
14,Under 12 Boys Pennant North West,27168420,Melton Hockey Ground,MEL,Caroline Springs Hockey Club,Werribee Hockey Club,,,Not entered,,,
14,Under 12 Girls Pennant,27168480,Melton Hockey Ground,MEL,Melton Hockey Club,Brunswick Hockey Club,,,Not entered,,,
14,Under 12 Boys Pennant North West,27168555,PEGS Sporting Fields,PSF1,PEGS Hockey Club,Melton Hockey Club,,,Not entered,,,
14,Under 12 Girls Pennant,27168555,PEGS Sporting Fields,PSF2,PEGS Hockey Club,Craigieburn Falcons Hockey Club,,,Not entered,,,
14,Under 12 Boys Shield B,27168480,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Brunswick Hockey Club,,,Not entered,,,
14,Under 12 Girls Shield,27168540,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Greensborough Hockey Club,,,Not entered,,,
16,Men's Pennant C,27168810,Greensborough Hockey Centre,GRN2,Greensborough Hockey Club,Southern United Hockey Club,,,Not entered,,,
16,Men's Metro C,27168720,Koonung Secondary College,KNG,Eastern Christian Hockey Organisation (ECHO),Melbourne Razorbacks Hockey Club,,,Not entered,,,
16,Men's Metro B East,27168720,Yarra Valley Hockey Centre,YAR,Yarra Valley Hockey Club,Old Trinity Hockey Club (2),,,Not entered,,,
16,Women's Vic League 2,27168720,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Melbourne High School Old Boys Hockey Club,,,Not entered,,,
16,Men's Vic League 2,27168810,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Melbourne High School Old Boys Hockey Club,,,Not entered,,,
16,Men's Vic League 2 Reserves,27168900,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Melbourne High School Old Boys Hockey Club,,,Not entered,,,
16,Men's Metro B South,27168630,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Southern United Hockey Club,,,Not entered,,,
16,Women's Metro A,27168990,Peninsula Hockey Centre,PHC,Frankston Hockey Club,Mentone Hockey Club,,,Not entered,,,
16,Men's Pennant A,27168720,Footscray Hockey Club,ASF,Footscray Hockey Club,Southern United Hockey Club,,,Not entered,,,
16,Men's Pennant D,27168810,Footscray Hockey Club,ASF,Footscray Hockey Club,Southern United Hockey Club,,,Not entered,,,
16,Women's Pennant B,27168630,Footscray Hockey Club,ASF,Footscray Hockey Club,Waverley Hockey Club,,,Not entered,,,
16,Women's Pennant F,27168900,Footscray Hockey Club,BSF,Footscray Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
16,Men's Metro A,27168630,Footscray Hockey Club,BSF,Footscray Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
16,Men's Metro B North West,27168720,Footscray Hockey Club,BSF,Footscray Hockey Club,RMIT Hockey Club,,,Not entered,,,
16,Women's Metro B North West,27168810,Footscray Hockey Club,BSF,Footscray Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Women's Metro B North West,27168900,Footscray Hockey Club,ASF,Sunshine Hockey Club,Caroline Springs Hockey Club,,,Not entered,,,
16,Women's Vic League 1,27168810,Bendigo Hockey Centre,BEN,North West Lightning,Hockey Geelong Sharks,,,Not entered,,,
16,Women's Vic League 1 Reserves,27168900,Bendigo Hockey Centre,BEN,North West Lightning,Hockey Geelong Sharks,,,Not entered,,,
16,Men's Vic League 1,27168720,Bendigo Hockey Centre,BEN,North West Lightning,Hockey Geelong Sharks,,,Not entered,,,
16,Men's Vic League 1 Reserves,27168630,Bendigo Hockey Centre,BEN,North West Lightning,Hockey Geelong Sharks,,,Not entered,,,
16,Men's Pennant E,27168900,Hedley Hull Field,HHF,Waverley Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
16,Women's Pennant E,27168720,Hedley Hull Field,HHF,Waverley Hockey Club,Footscray Hockey Club,,,Not entered,,,
16,Men's Metro B South East,27168630,Hedley Hull Field,HHF,Waverley Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Women's Metro B East,27168810,Hedley Hull Field,HHF,Waverley Hockey Club,Doncaster Hockey Club,,,Not entered,,,
16,Men's Vic League 1,27168810,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Vic League 1 Reserves,27168900,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Pennant A,27168720,Melbourne High School,MHS,MCC Hockey Section,Waverley Hockey Club,,,Not entered,,,
16,Men's Pennant C,27168630,Melbourne High School,MHS,MCC Hockey Section,PEGS Hockey Club,,,Not entered,,,
16,Men's Pennant D,27168810,Melbourne High School,MHS,MCC Hockey Section,Melbourne High School Old Boys Hockey Club,,,Not entered,,,
16,Women's Pennant B,27168900,Melbourne High School,MHS,MCC Hockey Section,Toorak East Malvern Hockey Club,,,Not entered,,,
16,Men's Pennant E,27168720,Albert Park,APK,Powerhouse & St Kilda Hockey Club,Mentone Hockey Club,,,Not entered,,,
16,Men's Pennant G,27168720,Brunswick Secondary College,BRU,Brunswick Hockey Club,Melton Hockey Club,,,Not entered,,,
16,Women's Metro A,27168630,Brunswick Secondary College,BRU,Brunswick Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Pennant E,27168720,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Essendon Hockey,,,Not entered,,,
16,Men's Pennant F,27168630,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
16,Women's Pennant D,27168900,Camberwell Hockey Club,CAM,Camberwell Hockey Club,La Trobe University Hockey Club,,,Not entered,,,
16,Women's Metro B East,27168810,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Knox Hockey Club,,,Not entered,,,
16,Men's Vic League 3,27168720,Dandenong Hockey Centre,DAN,Greater Dandenong Warriors Hockey Club,Glen Eira Hockey Club,,,Not entered,,,
16,Men's Pennant D,27168810,Dandenong Hockey Centre,DAN,Greater Dandenong Warriors Hockey Club,Camberwell Hockey Club,,,Not entered,,,
16,Men's Metro B South,27168630,Dandenong Hockey Centre,DAN,Greater Dandenong Warriors Hockey Club,Mentone Hockey Club,,,Not entered,,,
16,Women's Metro B South,27168900,Dandenong Hockey Centre,DAN,Greater Dandenong Warriors Hockey Club,Glen Eira Hockey Club,,,Not entered,,,
16,Men's Metro B East,27168720,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Old Trinity Hockey Club (1),,,Not entered,,,
16,Men's Metro B South East,27168630,Doncaster Hockey Centre,DON,Doncaster Hockey Club,MCC Hockey Section,,,Not entered,,,
16,Women's Vic League 1,27168810,The Knox School,KNX,Knox Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Women's Vic League 1 Reserves,27168900,The Knox School,KNX,Knox Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Vic League 1,27168720,The Knox School,KNX,Knox Hockey Club,Old Xaverians Hockey Club,,,Not entered,,,
16,Men's Vic League 1 Reserves,27168630,The Knox School,KNX,Knox Hockey Club,Old Xaverians Hockey Club,,,Not entered,,,
16,Women's Vic League 1,27168720,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Mornington Peninsula Hockey Club,,,Not entered,,,
16,Women's Vic League 1 Reserves,27168630,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Mornington Peninsula Hockey Club,,,Not entered,,,
16,Men's Vic League 2,27168810,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Casey Hockey Club,,,Not entered,,,
16,Men's Vic League 2 Reserves,27168900,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Casey Hockey Club,,,Not entered,,,
16,Men's Pennant E,27168630,Southern United Hockey Club,MBN,Southern United Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
16,Women's Pennant A,27168720,Southern United Hockey Club,MBN,Southern United Hockey Club,Waverley Hockey Club,,,Not entered,,,
16,Women's Pennant C,27168810,Southern United Hockey Club,MBN,Southern United Hockey Club,Greensborough Hockey Club,,,Not entered,,,
16,Women's Pennant F,27168900,Southern United Hockey Club,MBN,Southern United Hockey Club,Greensborough Hockey Club,,,Not entered,,,
16,Women's Pennant E,27168630,PEGS Sporting Fields,PSF1,PEGS Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
16,Men's Metro A,27168720,PEGS Sporting Fields,PSF1,PEGS Hockey Club,Mentone Hockey Club,,,Not entered,,,
16,Men's Vic League 3,27168720,St Bernards College,STB,St. Bernard's Hockey Club,Caroline Springs Hockey Club,,,Not entered,,,
16,Women's Vic League 1,27168810,Werribee Hockey Club,WER,Werribee Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Women's Vic League 1 Reserves,27168900,Werribee Hockey Club,WER,Werribee Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Men's Vic League 1,27168720,Werribee Hockey Club,WER,Werribee Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Men's Vic League 1 Reserves,27168630,Werribee Hockey Club,WER,Werribee Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Men's Vic League 3,27168810,Yarra Valley Grammar,YVG,Croydon Ranges Hockey Club,Latrobe Valley Hockey Association,,,Not entered,,,
16,Men's Metro B East,27168720,Yarra Valley Grammar,YVG,Croydon Ranges Hockey Club,Camberwell Hockey Club,,,Not entered,,,
16,Women's Metro A,27168900,Yarra Valley Grammar,YVG,Croydon Ranges Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
16,Men's Pennant B,27168720,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
16,Men's Pennant C,27168810,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
16,Women's Pennant A,27168630,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
16,Women's Pennant E,27168630,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Women's Pennant F,27168720,Hawthorn Malvern Hockey Centre,H-1,Toorak East Malvern Hockey Club,Camberwell Hockey Club,,,Not entered,,,
16,Men's Metro B South East,27168810,Hawthorn Malvern Hockey Centre,H-2,Toorak East Malvern Hockey Club,Old East Malvern Hockey Club,,,Not entered,,,
16,Women's Pennant F,27168630,RMIT Bundoora,BUN,RMIT Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
16,Women's Vic League 2,27168720,Bellbird Park,DRO,Gippsland Bulls,Casey Hockey Club,,,Not entered,,,
16,Women's Vic League 2,27168810,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
16,Men's Vic League 2,27168720,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
16,Men's Vic League 2 Reserves,27168630,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Eastern Christian Hockey Organisation (ECHO),,,Not entered,,,
16,Men's Metro B North West,27168900,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Caroline Springs Hockey Club,,,Not entered,,,
16,Men's Metro B South East,27168720,Melbourne Grammar,MGS,Old Melburnians,Melbourne University Hockey Club,,,Not entered,,,
16,Men's Pennant D,27168720,Melbourne University Hockey Ground,MUH,Melbourne University Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Pennant F,27168810,Melbourne University Hockey Ground,MUH,Melbourne University Hockey Club,Mornington Peninsula Hockey Club Cerberus,,,Not entered,,,
16,Men's Metro B South East,27168720,Elwood,ELW,Glen Eira Hockey Club,Knox Hockey Club,,,Not entered,,,
16,Men's Metro B South,27168810,Haileybury College,HAL,OHA Hockey Club,Casey Hockey Club,,,Not entered,,,
16,Women's Metro A,27168720,Haileybury College,HAL,OHA Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
16,Men's Vic League 3,27168750,Ballarat Hockey Centre,BAL,WestVic Hockey,RMIT Hockey Club,,,Not entered,,,
14,Under 16 Mixed District South East,27169860,Mentone Grammar Playing Fields,MNT,St Bede's Hockey Club,Maccabi Hockey Club,,,Not entered,,,
14,Under 14 Mixed District South East,27169905,Elwood,ELW,Maccabi Hockey Club,Greater Dandenong Warriors Hockey Club,,,Not entered,,,
16,Men's Vic League 2,27170160,Melbourne Sports Centres Parkville,P-1,Melbourne Sikhs United HC,Collegians X Hockey Club,,,Not entered,,,
16,Men's Vic League 2 Reserves,27170070,Melbourne Sports Centres Parkville,P-1,Melbourne Sikhs United HC,Collegians X Hockey Club,,,Not entered,,,
16,Men's Pennant A,27170160,Essendon Hockey Centre,ESS1,Essendon Hockey,Greensborough Hockey Club,,,Not entered,,,
16,Men's Pennant F,27170250,Essendon Hockey Centre,ESS2,Essendon Hockey,Greensborough Hockey Club,,,Not entered,,,
16,Women's Pennant A,27170250,Essendon Hockey Centre,ESS1,Essendon Hockey,Mentone Hockey Club,,,Not entered,,,
16,Women's Pennant B,27170340,Essendon Hockey Centre,ESS1,Essendon Hockey,Powerhouse & St Kilda Hockey Club,,,Not entered,,,
16,Women's Metro B North West,27170070,Essendon Hockey Centre,ESS1,Essendon Hockey (Red),RMIT Hockey Club,,,Not entered,,,
16,Women's Metro B North West,27170160,Essendon Hockey Centre,ESS2,Essendon Hockey (Black),Melton Hockey Club,,,Not entered,,,
16,Men's Pennant C,27170340,Elgar Park,ELG,KBH Brumbies Hockey Club,Footscray Hockey Club,,,Not entered,,,
16,Women's Pennant A,27170250,Elgar Park,ELG,KBH Brumbies Hockey Club,Camberwell Hockey Club,,,Not entered,,,
16,Women's Pennant C,27170160,Elgar Park,ELG,KBH Brumbies Hockey Club,Brunswick Hockey Club,,,Not entered,,,
16,Women's Pennant E,27170070,Elgar Park,ELG,KBH Brumbies Hockey Club,Melbourne High School Old Boys Hockey Club,,,Not entered,,,
16,Men's Metro B East,27170430,Elgar Park,ELG,KBH Brumbies Hockey Club,Greensborough Hockey Club,,,Not entered,,,
16,Women's Metro B East,27169980,Elgar Park,ELG,Old Xaverians Hockey Club,La Trobe University Hockey Club,,,Not entered,,,
16,Women's Pennant C,27169980,Peninsula Hockey Centre,PHC,Mornington Peninsula Hockey Club,Yarra Valley Hockey Club,,,Not entered,,,
16,Men's Pennant A,27170070,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
16,Women's Pennant B,27170160,Mentone Grammar Playing Fields,MNT,Mentone Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
16,Men's Metro A,27170250,Mentone Grammar Playing Fields,MNT,St. Bede's Hockey Club,Doncaster Hockey Club,,,Not entered,,,
16,Men's Pennant B,27169980,Melbourne High School,MHS,MCC Hockey Section,Camberwell Hockey Club,,,Not entered,,,
16,Men's Pennant B,27170250,Altona Hockey Club,ALT,Altona Hockey Club,Doncaster Hockey Club,,,Not entered,,,
16,Men's Pennant E,27170340,Altona Hockey Club,ALT,Altona Hockey Club,Knox Hockey Club,,,Not entered,,,
16,Women's Pennant C,27170160,Altona Hockey Club,ALT,Altona Hockey Club,MCC Hockey Section,,,Not entered,,,
16,Men's Metro B North West,27170070,Altona Hockey Club,ALT,Altona Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Men's Metro C,27170160,Berwick,BER,Casey Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
16,Women's Metro B South,27170250,Berwick,BER,Casey Hockey Club,Mornington Peninsula Hockey Club,,,Not entered,,,
16,Women's Metro B North West,27170250,Brunswick Secondary College,BRU,Brunswick Hockey Club,Altona Hockey Club,,,Not entered,,,
16,Women's Vic League 2,27170070,Brighton Secondary College,BTN,Bayside Cougars Hockey Club,Melton Hockey Club,,,Not entered,,,
16,Men's Vic League 3,27170160,Brighton Secondary College,BTN,Bayside Cougars Hockey Club,Melton Hockey Club,,,Not entered,,,
16,Women's Pennant F,27170250,Brighton Secondary College,BTN,Bayside Cougars Hockey Club,Casey Hockey Club,,,Not entered,,,
16,Men's Pennant C,27170010,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
16,Women's Pennant B,27170100,Camberwell Hockey Club,CAM,Camberwell Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
16,Men's Pennant A,27170070,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Camberwell Hockey Club,,,Not entered,,,
16,Men's Pennant D,27169980,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Brunswick Hockey Club,,,Not entered,,,
16,Women's Pennant A,27170160,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Footscray Hockey Club,,,Not entered,,,
16,Women's Pennant C,27170250,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Melbourne University Hockey Club,,,Not entered,,,
16,Women's Pennant D,27170340,Doncaster Hockey Centre,DON,Doncaster Hockey Club,Footscray Hockey Club,,,Not entered,,,
16,Women's Pennant D,27170070,The Knox School,KNX,Knox Hockey Club,Essendon Hockey,,,Not entered,,,
16,Men's Pennant F,27170070,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,KBH Brumbies Hockey Club,,,Not entered,,,
16,Men's Metro A,27170160,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Metro B East,27170250,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Old Xaverians Hockey Club,,,Not entered,,,
16,Men's Metro C,27170160,Monash University,MON,Collegians X Hockey Club,Whittlesea Hockey Club,,,Not entered,,,
16,Women's Metro B South,27170250,Monash University,MON,Collegians X Hockey Club,Monash University Hockey Club,,,Not entered,,,
16,Men's Pennant F,27170160,Werribee Hockey Club,WER,Werribee Hockey Club,PEGS Hockey Club,,,Not entered,,,
16,Men's Metro B South East,27170160,Hawthorn Malvern Hockey Centre,H-1,Old Carey Hockey Club,Maccabi Hockey Club,,,Not entered,,,
16,Men's Metro C,27170070,Hawthorn Malvern Hockey Centre,H-1,Old Carey Hockey Club,Greater Dandenong Warriors Hockey Club,,,Not entered,,,
16,Men's Pennant G,27170160,Hume Hockey Centre,HUM,Hume Hockey Club,Waverley Hockey Club,,,Not entered,,,
16,Men's Pennant G,27170340,Hume Hockey Centre,HUM,Craigieburn Falcons Hockey Club,Toorak East Malvern Hockey Club,,,Not entered,,,
16,Men's Metro B North West,27170070,Hume Hockey Centre,HUM,Hume Hockey Club,Melton Hockey Club,,,Not entered,,,
16,Women's Metro B North West,27170250,Hume Hockey Centre,HUM,Hume Hockey Club,Werribee Hockey Club,,,Not entered,,,
16,Men's Pennant B,27170070,Melbourne University Hockey Ground,MUH,Melbourne University Hockey Club,Essendon Hockey,,,Not entered,,,
16,Women's Pennant D,27170160,Melbourne University Hockey Ground,MUH,Melbourne University Hockey Club,Hawthorn Hockey Club,,,Not entered,,,
16,Men's Vic League 2,27170160,Elwood,ELW,Melbourne Razorbacks Hockey Club,St. Bede's Hockey Club,,,Not entered,,,
16,Men's Vic League 2 Reserves,27170250,Elwood,ELW,Melbourne Razorbacks Hockey Club,St. Bede's Hockey Club,,,Not entered,,,
16,Men's Pennant G,27169980,Elwood,ELW,Maccabi Hockey Club,RMIT Hockey Club,,,Not entered,,,
16,Women's Pennant E,27170070,Elwood,ELW,Melbourne Razorbacks Hockey Club,St. Bede's Hockey Club,,,Not entered,,,
16,Women's Metro B South,27170340,Elwood,ELW,Maccabi Hockey Club,Powerhouse & St Kilda Hockey Club,,,Not entered,,,
16,Men's Midweek Open CCW,27171900,Elgar Park,ELG,KBH Brumbies,Brunswick,,,Not entered,,,
16,Men's Midweek Open CSE,27172020,Elgar Park,ELG,Maccabi,ECHO,,,Not entered,,,
16,Men's Masters 45+ B,27171960,Elgar Park,ELG,KBH Brumbies,MHSOB,,,Not entered,,,
16,Men's Midweek Open CCW,27171960,Greensborough Hockey Centre,GRN1,Greensborough,Craigieburn Falcons,,,Not entered,,,
16,Men's Masters 45+ CSE,27171900,Koonung Secondary College,KNG,Camberwell Blue,Knox Hockey Club,,,Not entered,,,
16,Men's Masters 45+ D,27171960,Koonung Secondary College,KNG,Camberwell Tangerine,Knox Hockey Club,,,Not entered,,,
16,Men's Masters 45+ CNW,27171990,Yarra Valley Hockey Centre,YAR,Yarra Valley,Footscray,,,Not entered,,,
16,Men's Midweek Open CSE,27172020,Peninsula Hockey Centre,PHC,Mornington Peninsula,Old Carey Hockey Club,,,Not entered,,,
16,Men's Midweek Open CSE,27171960,Hedley Hull Field,HHF,Waverley,Monash University,,,Not entered,,,
16,Men's Midweek Open B,27171960,Mentone Grammar Playing Fields,MNT,Mentone,Hawthorn,,,Not entered,,,
16,Men's Masters 45+ B,27172020,Mentone Grammar Playing Fields,MNT,Mentone,PEGS,,,Not entered,,,
16,Men's Masters 45+ D,27171930,Mentone Grammar Playing Fields,MNT,Mentone,Waverley,,,Not entered,,,
16,Men's Midweek Open B,27171900,Melbourne High School,MHS,MCC,PHSTK,,,Not entered,,,
16,Men's Masters 45+ A,27171960,Melbourne High School,MHS,MCC,Greensborough,,,Not entered,,,
16,Men's Masters 45+ D,27172020,Melbourne High School,MHS,MCC,Southern United,,,Not entered,,,
16,Men's Midweek Open CCW,27171960,Altona Hockey Club,ALT,Altona,Essendon Hockey,,,Not entered,,,
16,Men's Masters 45+ D,27171960,Albert Park,APK,PHSTK,Hawthorn,,,Not entered,,,
16,Men's Masters 45+ B,27172020,Camberwell Hockey Club,CAM,Camberwell,Hawthorn,,,Not entered,,,
16,Men's Masters 45+ CNW,27171900,Camberwell Hockey Club,CAM,Camberwell,KBH Brumbies,,,Not entered,,,
16,Men's Masters 45+ CSE,27171960,Camberwell Hockey Club,CAM,Camberwell Tangerine,Frankston,,,Not entered,,,
16,Men's Masters 45+ CSE,27171900,Dandenong Hockey Centre,DAN,GDWHC,Casey Hockey Club,,,Not entered,,,
16,Men's Midweek Open A,27171960,Doncaster Hockey Centre,DON,Doncaster,Monash University,,,Not entered,,,
16,Men's Masters 45+ CSE,27171900,Doncaster Hockey Centre,DON,Doncaster,Southern Knights,,,Not entered,,,
16,Men's Masters 45+ D,27172020,Doncaster Hockey Centre,DON,Doncaster,MHSOB,,,Not entered,,,
16,Men's Midweek Open A,27171930,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Waverley,,,Not entered,,,
16,Men's Masters 45+ CNW,27171990,La Trobe Hockey Centre,LAT,La Trobe University Hockey Club,Essendon,,,Not entered,,,
16,Men's Midweek Open CSE,27171975,Southern United Hockey Club,MBN,Southern United,Old Xavs,,,Not entered,,,
16,Men's Masters 45+ B,27171915,Southern United Hockey Club,MBN,Southern United,Frankston,,,Not entered,,,
16,Men's Masters 45+ CNW,27171960,Melton Hockey Ground,MEL,Melton Hockey Club,Greensborough,,,Not entered,,,
16,Men's Masters 45+ CSE,27171930,Yarra Valley Grammar,YVG,Croydon Ranges,Hawthorn,,,Not entered,,,
16,Men's Midweek Open B,27171960,Hawthorn Malvern Hockey Centre,H-1,TEM,Melbourne Sikhs United HC,,,Not entered,,,
16,Men's Masters 45+ A,27172020,Hawthorn Malvern Hockey Centre,H-1,TEM,KBH Brumbies,,,Not entered,,,
16,Men's Masters 45+ B,27171900,Hawthorn Malvern Hockey Centre,H-1,TEM,Brunswick,,,Not entered,,,
16,Men's Masters 45+ D,27171960,Hawthorn Malvern Hockey Centre,H-2,TEM,Yarra Valley,,,Not entered,,,
16,Men's Masters 45+ CSE,27171960,Bellbird Park,DRO,Gippsland Bulls,Mentone,,,Not entered,,,
16,Men's Masters 45+ A,27171960,Melbourne University Hockey Ground,MUH,Melbourne University Hockey Club,Doncaster,,,Not entered,,,
16,Men's Midweek Open CSE,27171990,Elwood,ELW,Glen Eira Hockey Club,Collegians-X,,,Not entered,,,
5,Under 12 Boys District (Half Field) South East,NaN,,,Croydon Ranges Hockey Club (1),BYE,,,BYE,,,
5,Under 10 Boys District (Half Field) West,NaN,,,Footscray Hockey Club Red,BYE,,,BYE,,,
1,Men's Metro C,NaN,,,Whittlesea Hockey Club,BYE,,,BYE,,,
1,Women's Vic League 1,NaN,,,Werribee Hockey Club,BYE,,,BYE,,,
1,Women's Vic League 1 Reserves,NaN,,,Werribee Hockey Club,BYE,,,BYE,,,
1,Women's Vic League 2,NaN,,,Casey Hockey Club,BYE,,,BYE,,,
1,Men's Vic League 1,NaN,,,Hockey Geelong Sharks,BYE,,,BYE,,,
1,Men's Vic League 1 Reserves,NaN,,,Hockey Geelong Sharks,BYE,,,BYE,,,
1,Men's Pennant D,NaN,,,Doncaster Hockey Club,BYE,,,BYE,,,
1,Men's Pennant G,NaN,,,Waverley Hockey Club,BYE,,,BYE,,,
2,Women's Vic League 1,NaN,,,PEGS Hockey Club,BYE,,,BYE,,,
2,Women's Vic League 1 Reserves,NaN,,,PEGS Hockey Club,BYE,,,BYE,,,
2,Women's Vic League 2,NaN,,,Bayside Cougars Hockey Club,BYE,,,BYE,,,
2,Men's Vic League 1,NaN,,,Mentone Hockey Club,BYE,,,BYE,,,
2,Men's Vic League 1 Reserves,NaN,,,Mentone Hockey Club,BYE,,,BYE,,,
2,Men's Pennant G,NaN,,,Melton Hockey Club,BYE,,,BYE,,,
1,Men's Midweek Open CCW,NaN,,,Altona,BYE,,,BYE,,,
1,Men's Masters 45+ B,NaN,,,Brunswick,BYE,,,BYE,,,
1,Men's Masters 45+ CNW,NaN,,,La Trobe University Hockey Club,BYE,,,BYE,,,
1,Men's Masters 45+ CSE,NaN,,,Camberwell Tangerine,BYE,,,BYE,,,
1,Men's Masters 50+ B,NaN,,,Melbourne University Hockey Club,BYE,,,BYE,,,
1,Men's Masters 60+,NaN,,,MCC,BYE,,,BYE,,,
1,Women's Masters 35+ BNW,NaN,,,Brunswick,BYE,,,BYE,,,
1,Men's Masters 45+ D,NaN,,,Waverley,BYE,,,BYE,,,
1,Men's Midweek Open B,NaN,,,Mentone,BYE,,,BYE,,,
1,Men's Midweek Open A,NaN,,,Doncaster,BYE,,,BYE,,,
1,Under 18 Mixed South East,NaN,,,Southern United Hockey Club,BYE,,,BYE,,,
1,Under 18 Mixed South East,NaN,,,KBH Brumbies,BYE,,,BYE,,,
1,Under 18 Mixed Central,NaN,,,Doncaster Hockey Club,BYE,,,BYE,,,
1,Under 16 Boys Shield A,NaN,,,Camberwell Hockey Club,BYE,,,BYE,,,
1,Under 16 Boys Pennant,NaN,,,Waverley Hockey Club,BYE,,,BYE,,,
1,Under 16 Girls Shield B,NaN,,,Greensborough Hockey Club,BYE,,,BYE,,,
1,Under 14 Girls Shield B,NaN,,,Hockey Geelong,BYE,,,BYE,,,
1,Under 14 Mixed District North West,NaN,,,Melton Hockey Club,BYE,,,BYE,,,
1,Under 12 Boys Shield A,NaN,,,MCC Hockey Section,BYE,,,BYE,,,
1,Under 12 Boys Pennant South East,NaN,,,Powerhouse & St. Kilda Hockey Club,BYE,,,BYE,,,
1,Under 10 Girls District (Half Field) South East,NaN,,,Camberwell Hockey Club,BYE,,,BYE,,,
1,Under 12 Boys District (Half Field) North,NaN,,,Greensborough (2),BYE,,,BYE,,,
3,Women's Vic League 1,NaN,,,Mornington Peninsula Hockey Club,BYE,,,BYE,,,
3,Women's Vic League 1 Reserves,NaN,,,Mornington Peninsula Hockey Club,BYE,,,BYE,,,
3,Women's Vic League 2,NaN,,,Melton Hockey Club,BYE,,,BYE,,,
3,Men's Vic League 1,NaN,,,Knox Hockey Club,BYE,,,BYE,,,
